x:image,y:label
.\Top_R3\PICT199.png,23
.\Top_R2\PICT174.png,22
.\Right_R0\PICT050.png,16
.\Front_R0\PICT729.png,8
.\Front_R3\PICT686.png,11
.\Front_R0\PICT638.png,8
.\Front_R0\PICT739.png,8
.\Back_R0\PICT507.png,0
.\Left_R2\PICT362.png,14
.\Bottom_R0\PICT393.png,4
.\Left_R0\PICT320.png,12
.\Back_R2\PICT522.png,2
.\Front_R0\PICT627.png,8
.\Left_R2\PICT360.png,14
.\Front_R0\PICT667.png,8
.\Back_R0\PICT607.png,0
.\Back_R2\PICT557.png,2
.\Bottom_R1\PICT420.png,5
.\Left_R1\PICT319.png,13
.\Right_R2\PICT038.png,18
.\Back_R1\PICT556.png,1
.\Bottom_R0\PICT372.png,4
.\Top_R3\PICT206.png,23
.\Bottom_R0\PICT433.png,4
.\Back_R2\PICT488.png,2
.\Top_R0\PICT215.png,20
.\Right_R0\PICT067.png,16
.\Bottom_R2\PICT403.png,6
.\Right_R3\PICT107.png,19
.\Bottom_R2\PICT415.png,6
.\Bottom_R3\PICT393.png,7
.\Right_R0\PICT081.png,16
.\Back_R1\PICT578.png,1
.\Top_R3\PICT222.png,23
.\Bottom_R3\PICT367.png,7
.\Left_R3\PICT273.png,15
.\Right_R0\PICT063.png,16
.\Front_R0\PICT655.png,8
.\Top_R3\PICT150.png,23
.\Back_R0\PICT502.png,0
.\Bottom_R3\PICT454.png,7
.\Front_R1\PICT685.png,9
.\Left_R1\PICT326.png,13
.\Back_R0\PICT525.png,0
.\Front_R0\PICT616.png,8
.\Bottom_R1\PICT380.png,5
.\Left_R3\PICT283.png,15
.\Back_R2\PICT516.png,2
.\Right_R1\PICT063.png,17
.\Right_R3\PICT048.png,19
.\Front_R1\PICT707.png,9
.\Right_R0\PICT099.png,16
.\Left_R3\PICT308.png,15
.\Top_R2\PICT173.png,22
.\Left_R0\PICT286.png,12
.\Back_R2\PICT505.png,2
.\Bottom_R0\PICT367.png,4
.\empty\PICT007.png,24
.\Front_R3\PICT632.png,11
.\Top_R0\PICT187.png,20
.\Back_R2\PICT594.png,2
.\Bottom_R2\PICT412.png,6
.\Left_R3\PICT249.png,15
.\Bottom_R0\PICT476.png,4
.\Right_R2\PICT059.png,18
.\Right_R2\PICT018.png,18
.\Left_R0\PICT271.png,12
.\Bottom_R2\PICT445.png,6
.\Left_R3\PICT294.png,15
.\Top_R1\PICT140.png,21
.\Top_R2\PICT163.png,22
.\Left_R3\PICT335.png,15
.\Back_R0\PICT573.png,0
.\Left_R2\PICT255.png,14
.\Right_R0\PICT090.png,16
.\Right_R1\PICT075.png,17
.\Front_R2\PICT742.png,10
.\Right_R2\PICT067.png,18
.\Bottom_R2\PICT387.png,6
.\Front_R0\PICT632.png,8
.\Back_R0\PICT595.png,0
.\Bottom_R3\PICT397.png,7
.\Left_R0\PICT251.png,12
.\Right_R2\PICT108.png,18
.\Back_R3\PICT486.png,3
.\empty\PICT042.png,24
.\Front_R3\PICT689.png,11
.\Top_R1\PICT240.png,21
.\Front_R1\PICT692.png,9
.\Left_R3\PICT337.png,15
.\Top_R3\PICT236.png,23
.\Bottom_R2\PICT438.png,6
.\Left_R1\PICT333.png,13
.\Left_R0\PICT321.png,12
.\Left_R1\PICT359.png,13
.\empty\PICT059.png,24
.\Front_R0\PICT695.png,8
.\Right_R1\PICT074.png,17
.\Back_R1\PICT605.png,1
.\Bottom_R1\PICT466.png,5
.\Front_R1\PICT642.png,9
.\Back_R1\PICT508.png,1
.\Top_R1\PICT203.png,21
.\Bottom_R2\PICT460.png,6
.\Front_R2\PICT681.png,10
.\Front_R0\PICT674.png,8
.\empty\PICT013.png,24
.\Front_R0\PICT709.png,8
.\Right_R2\PICT011.png,18
.\Back_R0\PICT499.png,0
.\Front_R1\PICT617.png,9
.\Right_R3\PICT022.png,19
.\Left_R0\PICT319.png,12
.\Bottom_R3\PICT396.png,7
.\Top_R2\PICT150.png,22
.\Left_R1\PICT271.png,13
.\Front_R0\PICT743.png,8
.\Left_R2\PICT359.png,14
.\Top_R3\PICT185.png,23
.\Left_R2\PICT322.png,14
.\Bottom_R2\PICT391.png,6
.\Top_R0\PICT193.png,20
.\Front_R3\PICT733.png,11
.\Back_R2\PICT611.png,2
.\Front_R2\PICT718.png,10
.\Left_R1\PICT334.png,13
.\Right_R1\PICT066.png,17
.\Bottom_R3\PICT376.png,7
.\Back_R1\PICT580.png,1
.\Top_R2\PICT146.png,22
.\Left_R0\PICT244.png,12
.\Left_R3\PICT295.png,15
.\Right_R3\PICT063.png,19
.\Back_R2\PICT596.png,2
.\Back_R2\PICT582.png,2
.\Bottom_R3\PICT420.png,7
.\Front_R2\PICT653.png,10
.\Bottom_R0\PICT469.png,4
.\Top_R3\PICT221.png,23
.\Back_R3\PICT571.png,3
.\Back_R2\PICT534.png,2
.\Top_R3\PICT139.png,23
.\Front_R0\PICT741.png,8
.\Back_R0\PICT602.png,0
.\Front_R1\PICT714.png,9
.\Left_R3\PICT343.png,15
.\Top_R1\PICT162.png,21
.\Top_R3\PICT214.png,23
.\Bottom_R0\PICT432.png,4
.\Top_R2\PICT159.png,22
.\Bottom_R3\PICT435.png,7
.\Right_R1\PICT048.png,17
.\Top_R3\PICT124.png,23
.\empty\PICT005.png,24
.\Right_R0\PICT108.png,16
.\Top_R3\PICT176.png,23
.\Front_R0\PICT668.png,8
.\Front_R3\PICT677.png,11
.\Top_R0\PICT153.png,20
.\Front_R3\PICT665.png,11
.\Bottom_R3\PICT414.png,7
.\Left_R2\PICT309.png,14
.\Back_R1\PICT585.png,1
.\Right_R0\PICT051.png,16
.\Front_R1\PICT662.png,9
.\Right_R2\PICT105.png,18
.\Right_R2\PICT024.png,18
.\Right_R2\PICT027.png,18
.\Back_R3\PICT495.png,3
.\Top_R2\PICT218.png,22
.\empty\PICT057.png,24
.\Right_R0\PICT042.png,16
.\Left_R1\PICT261.png,13
.\Bottom_R3\PICT448.png,7
.\Top_R1\PICT163.png,21
.\Left_R0\PICT341.png,12
.\empty\PICT110.png,24
.\Right_R2\PICT039.png,18
.\Bottom_R0\PICT439.png,4
.\Top_R0\PICT119.png,20
.\empty\PICT034.png,24
.\Back_R1\PICT555.png,1
.\Back_R3\PICT480.png,3
.\Top_R1\PICT224.png,21
.\Back_R1\PICT553.png,1
.\Back_R2\PICT560.png,2
.\empty\PICT067.png,24
.\Back_R3\PICT566.png,3
.\empty\PICT101.png,24
.\Bottom_R0\PICT459.png,4
.\Top_R1\PICT241.png,21
.\Right_R3\PICT091.png,19
.\Back_R1\PICT586.png,1
.\Left_R1\PICT267.png,13
.\Right_R2\PICT063.png,18
.\Front_R3\PICT709.png,11
.\Back_R1\PICT503.png,1
.\Left_R2\PICT350.png,14
.\empty\PICT037.png,24
.\Right_R2\PICT092.png,18
.\Front_R1\PICT734.png,9
.\Left_R1\PICT343.png,13
.\Back_R2\PICT612.png,2
.\Top_R0\PICT198.png,20
.\Right_R3\PICT079.png,19
.\Top_R0\PICT223.png,20
.\Top_R0\PICT145.png,20
.\Left_R0\PICT333.png,12
.\Front_R2\PICT650.png,10
.\Right_R0\PICT106.png,16
.\Left_R0\PICT326.png,12
.\Back_R1\PICT506.png,1
.\Back_R3\PICT484.png,3
.\Right_R0\PICT061.png,16
.\Front_R1\PICT671.png,9
.\Top_R3\PICT143.png,23
.\Top_R2\PICT177.png,22
.\Back_R1\PICT499.png,1
.\Front_R0\PICT618.png,8
.\Top_R3\PICT166.png,23
.\Back_R2\PICT512.png,2
.\Back_R1\PICT575.png,1
.\Right_R2\PICT117.png,18
.\empty\PICT117.png,24
.\Left_R1\PICT337.png,13
.\Bottom_R0\PICT446.png,4
.\Right_R2\PICT041.png,18
.\Bottom_R3\PICT436.png,7
.\Top_R2\PICT184.png,22
.\empty\PICT015.png,24
.\Right_R0\PICT043.png,16
.\Left_R3\PICT280.png,15
.\Top_R1\PICT216.png,21
.\Left_R0\PICT347.png,12
.\Right_R2\PICT040.png,18
.\Front_R3\PICT657.png,11
.\Back_R1\PICT524.png,1
.\Right_R0\PICT027.png,16
.\Top_R1\PICT215.png,21
.\Back_R3\PICT573.png,3
.\Right_R2\PICT058.png,18
.\Bottom_R1\PICT417.png,5
.\Front_R0\PICT644.png,8
.\Front_R2\PICT698.png,10
.\Right_R1\PICT020.png,17
.\Left_R3\PICT366.png,15
.\Right_R1\PICT077.png,17
.\Front_R2\PICT727.png,10
.\Front_R0\PICT735.png,8
.\Bottom_R1\PICT437.png,5
.\Bottom_R0\PICT379.png,4
.\Back_R0\PICT586.png,0
.\Bottom_R1\PICT396.png,5
.\Back_R2\PICT571.png,2
.\Back_R3\PICT512.png,3
.\Top_R3\PICT234.png,23
.\Back_R1\PICT550.png,1
.\Right_R3\PICT016.png,19
.\Bottom_R3\PICT373.png,7
.\Left_R0\PICT250.png,12
.\Left_R3\PICT254.png,15
.\Front_R3\PICT653.png,11
.\Front_R2\PICT665.png,10
.\Back_R1\PICT584.png,1
.\Left_R2\PICT266.png,14
.\Right_R3\PICT114.png,19
.\Front_R2\PICT702.png,10
.\Left_R2\PICT321.png,14
.\Bottom_R3\PICT424.png,7
.\Front_R3\PICT738.png,11
.\Right_R1\PICT058.png,17
.\Back_R3\PICT540.png,3
.\Back_R3\PICT510.png,3
.\Back_R0\PICT583.png,0
.\Left_R2\PICT328.png,14
.\Top_R0\PICT232.png,20
.\Bottom_R3\PICT427.png,7
.\Left_R2\PICT365.png,14
.\Bottom_R0\PICT381.png,4
.\Bottom_R2\PICT427.png,6
.\Bottom_R1\PICT411.png,5
.\Bottom_R2\PICT464.png,6
.\Bottom_R1\PICT474.png,5
.\empty\PICT029.png,24
.\Top_R3\PICT241.png,23
.\Front_R3\PICT662.png,11
.\Right_R3\PICT112.png,19
.\Bottom_R2\PICT453.png,6
.\Front_R1\PICT722.png,9
.\Left_R3\PICT336.png,15
.\Top_R0\PICT205.png,20
.\Right_R2\PICT023.png,18
.\Bottom_R3\PICT382.png,7
.\Bottom_R1\PICT388.png,5
.\Front_R3\PICT643.png,11
.\Back_R2\PICT576.png,2
.\Back_R2\PICT495.png,2
.\Bottom_R0\PICT402.png,4
.\Back_R1\PICT519.png,1
.\Left_R1\PICT299.png,13
.\Bottom_R2\PICT369.png,6
.\Bottom_R0\PICT450.png,4
.\Top_R2\PICT120.png,22
.\Top_R1\PICT126.png,21
.\Left_R2\PICT285.png,14
.\Front_R1\PICT689.png,9
.\Right_R2\PICT116.png,18
.\Back_R1\PICT591.png,1
.\Left_R0\PICT337.png,12
.\Back_R0\PICT585.png,0
.\Front_R2\PICT701.png,10
.\Top_R1\PICT181.png,21
.\Front_R3\PICT712.png,11
.\Back_R1\PICT534.png,1
.\Front_R2\PICT735.png,10
.\Right_R1\PICT083.png,17
.\Right_R1\PICT112.png,17
.\Left_R2\PICT301.png,14
.\Top_R0\PICT154.png,20
.\Bottom_R1\PICT414.png,5
.\Right_R2\PICT080.png,18
.\Left_R0\PICT249.png,12
.\Bottom_R0\PICT471.png,4
.\Top_R0\PICT197.png,20
.\Back_R0\PICT551.png,0
.\empty\PICT020.png,24
.\Top_R1\PICT213.png,21
.\Back_R2\PICT480.png,2
.\Top_R2\PICT126.png,22
.\Front_R2\PICT619.png,10
.\Back_R3\PICT546.png,3
.\Front_R3\PICT695.png,11
.\Front_R0\PICT625.png,8
.\Right_R0\PICT032.png,16
.\Right_R2\PICT047.png,18
.\Right_R3\PICT098.png,19
.\Top_R2\PICT160.png,22
.\Top_R1\PICT232.png,21
.\Front_R1\PICT613.png,9
.\Left_R3\PICT300.png,15
.\Bottom_R2\PICT463.png,6
.\Front_R3\PICT740.png,11
.\Right_R2\PICT094.png,18
.\Top_R0\PICT216.png,20
.\Top_R2\PICT211.png,22
.\Left_R0\PICT307.png,12
.\Left_R1\PICT339.png,13
.\Back_R3\PICT537.png,3
.\Right_R2\PICT034.png,18
.\Right_R2\PICT010.png,18
.\Front_R3\PICT660.png,11
.\Back_R1\PICT491.png,1
.\Bottom_R3\PICT452.png,7
.\empty\PICT080.png,24
.\Right_R1\PICT051.png,17
.\Right_R1\PICT033.png,17
.\Front_R1\PICT654.png,9
.\Left_R1\PICT296.png,13
.\Bottom_R3\PICT425.png,7
.\Back_R1\PICT547.png,1
.\Back_R0\PICT593.png,0
.\Right_R0\PICT091.png,16
.\Top_R1\PICT147.png,21
.\Back_R0\PICT565.png,0
.\Left_R1\PICT365.png,13
.\Top_R0\PICT181.png,20
.\Bottom_R3\PICT395.png,7
.\Front_R1\PICT660.png,9
.\Left_R0\PICT358.png,12
.\Left_R3\PICT268.png,15
.\Bottom_R3\PICT426.png,7
.\Left_R0\PICT363.png,12
.\Back_R0\PICT489.png,0
.\Top_R0\PICT200.png,20
.\Front_R3\PICT710.png,11
.\Back_R0\PICT543.png,0
.\Right_R2\PICT050.png,18
.\Right_R1\PICT089.png,17
.\Right_R3\PICT095.png,19
.\Left_R2\PICT313.png,14
.\Bottom_R1\PICT406.png,5
.\Front_R0\PICT648.png,8
.\Front_R0\PICT640.png,8
.\Top_R0\PICT131.png,20
.\Front_R3\PICT654.png,11
.\Back_R2\PICT489.png,2
.\Bottom_R2\PICT378.png,6
.\Right_R1\PICT013.png,17
.\Front_R2\PICT635.png,10
.\Bottom_R3\PICT433.png,7
.\Back_R0\PICT534.png,0
.\Front_R3\PICT667.png,11
.\Top_R0\PICT214.png,20
.\Front_R2\PICT667.png,10
.\Right_R3\PICT062.png,19
.\Right_R0\PICT016.png,16
.\Left_R2\PICT316.png,14
.\Left_R0\PICT263.png,12
.\empty\PICT055.png,24
.\Front_R0\PICT687.png,8
.\Left_R3\PICT357.png,15
.\Bottom_R0\PICT408.png,4
.\Top_R1\PICT209.png,21
.\Bottom_R1\PICT371.png,5
.\Back_R1\PICT603.png,1
.\Right_R1\PICT040.png,17
.\Front_R1\PICT669.png,9
.\Top_R0\PICT165.png,20
.\Front_R3\PICT741.png,11
.\Bottom_R2\PICT374.png,6
.\Back_R2\PICT572.png,2
.\Right_R1\PICT080.png,17
.\Bottom_R2\PICT399.png,6
.\Right_R1\PICT110.png,17
.\Top_R3\PICT182.png,23
.\Left_R3\PICT243.png,15
.\Right_R3\PICT055.png,19
.\Front_R1\PICT650.png,9
.\Left_R2\PICT332.png,14
.\Left_R0\PICT276.png,12
.\Front_R2\PICT738.png,10
.\Back_R3\PICT548.png,3
.\Bottom_R2\PICT417.png,6
.\Top_R2\PICT212.png,22
.\Right_R2\PICT019.png,18
.\Back_R3\PICT563.png,3
.\Left_R1\PICT354.png,13
.\Left_R1\PICT301.png,13
.\Left_R3\PICT266.png,15
.\Bottom_R2\PICT368.png,6
.\Bottom_R2\PICT414.png,6
.\empty\PICT095.png,24
.\Bottom_R2\PICT409.png,6
.\Back_R1\PICT487.png,1
.\empty\PICT016.png,24
.\Bottom_R1\PICT422.png,5
.\Left_R1\PICT250.png,13
.\Top_R3\PICT216.png,23
.\Left_R1\PICT260.png,13
.\Front_R2\PICT740.png,10
.\Right_R0\PICT112.png,16
.\Right_R1\PICT059.png,17
.\Top_R0\PICT150.png,20
.\Left_R2\PICT259.png,14
.\Left_R0\PICT297.png,12
.\empty\PICT075.png,24
.\Front_R1\PICT658.png,9
.\Right_R3\PICT064.png,19
.\Left_R1\PICT290.png,13
.\Front_R3\PICT621.png,11
.\Front_R1\PICT723.png,9
.\Right_R1\PICT038.png,17
.\Back_R2\PICT580.png,2
.\Back_R3\PICT567.png,3
.\Left_R0\PICT344.png,12
.\empty\PICT069.png,24
.\Top_R1\PICT211.png,21
.\Back_R3\PICT610.png,3
.\Bottom_R0\PICT400.png,4
.\Bottom_R2\PICT424.png,6
.\Left_R1\PICT262.png,13
.\Back_R0\PICT517.png,0
.\Left_R3\PICT244.png,15
.\Top_R2\PICT225.png,22
.\Left_R1\PICT364.png,13
.\Bottom_R0\PICT463.png,4
.\Front_R3\PICT650.png,11
.\Left_R3\PICT362.png,15
.\Back_R1\PICT484.png,1
.\Bottom_R1\PICT407.png,5
.\Front_R3\PICT670.png,11
.\Top_R2\PICT168.png,22
.\Left_R3\PICT296.png,15
.\Front_R3\PICT729.png,11
.\Top_R3\PICT226.png,23
.\Left_R0\PICT335.png,12
.\Left_R1\PICT336.png,13
.\Left_R2\PICT337.png,14
.\Left_R0\PICT247.png,12
.\Back_R0\PICT570.png,0
.\Bottom_R0\PICT430.png,4
.\Left_R3\PICT287.png,15
.\Bottom_R3\PICT383.png,7
.\Back_R2\PICT555.png,2
.\Back_R1\PICT569.png,1
.\Front_R1\PICT711.png,9
.\Back_R3\PICT525.png,3
.\Front_R2\PICT703.png,10
.\Front_R3\PICT656.png,11
.\Top_R1\PICT164.png,21
.\Front_R1\PICT625.png,9
.\Right_R0\PICT038.png,16
.\Front_R1\PICT729.png,9
.\Left_R1\PICT252.png,13
.\Left_R2\PICT297.png,14
.\Right_R1\PICT069.png,17
.\Front_R1\PICT615.png,9
.\Back_R0\PICT490.png,0
.\Back_R1\PICT530.png,1
.\Right_R0\PICT030.png,16
.\Back_R3\PICT550.png,3
.\Right_R1\PICT046.png,17
.\Left_R2\PICT366.png,14
.\Bottom_R1\PICT381.png,5
.\empty\PICT120.png,24
.\Front_R0\PICT734.png,8
.\Bottom_R0\PICT394.png,4
.\Front_R2\PICT714.png,10
.\Top_R1\PICT127.png,21
.\Front_R2\PICT706.png,10
.\Right_R2\PICT025.png,18
.\Left_R2\PICT340.png,14
.\Top_R1\PICT212.png,21
.\Right_R1\PICT106.png,17
.\Right_R0\PICT084.png,16
.\Front_R3\PICT640.png,11
.\Bottom_R0\PICT374.png,4
.\Back_R3\PICT506.png,3
.\Right_R0\PICT015.png,16
.\Left_R0\PICT290.png,12
.\Back_R2\PICT519.png,2
.\Right_R2\PICT065.png,18
.\Top_R2\PICT175.png,22
.\Front_R3\PICT716.png,11
.\Back_R1\PICT533.png,1
.\Left_R2\PICT289.png,14
.\Back_R0\PICT554.png,0
.\Right_R0\PICT022.png,16
.\Back_R1\PICT604.png,1
.\Back_R3\PICT595.png,3
.\Back_R2\PICT608.png,2
.\Bottom_R2\PICT469.png,6
.\Bottom_R1\PICT384.png,5
.\Front_R0\PICT715.png,8
.\Back_R3\PICT565.png,3
.\Left_R3\PICT316.png,15
.\Front_R3\PICT628.png,11
.\Back_R0\PICT522.png,0
.\Left_R2\PICT250.png,14
.\Left_R0\PICT343.png,12
.\Bottom_R3\PICT384.png,7
.\Left_R0\PICT317.png,12
.\Right_R2\PICT046.png,18
.\Right_R1\PICT029.png,17
.\Back_R3\PICT605.png,3
.\Back_R1\PICT554.png,1
.\Top_R3\PICT164.png,23
.\Right_R0\PICT069.png,16
.\Left_R2\PICT276.png,14
.\Top_R1\PICT207.png,21
.\Back_R2\PICT491.png,2
.\Back_R0\PICT480.png,0
.\Left_R3\PICT338.png,15
.\Left_R3\PICT262.png,15
.\Bottom_R1\PICT424.png,5
.\Front_R0\PICT727.png,8
.\Back_R3\PICT481.png,3
.\Right_R1\PICT104.png,17
.\Front_R2\PICT614.png,10
.\Bottom_R0\PICT435.png,4
.\Left_R1\PICT268.png,13
.\Left_R3\PICT313.png,15
.\Back_R0\PICT544.png,0
.\Front_R0\PICT721.png,8
.\Front_R0\PICT740.png,8
.\Front_R1\PICT725.png,9
.\Top_R3\PICT131.png,23
.\Front_R1\PICT739.png,9
.\Top_R0\PICT219.png,20
.\Right_R1\PICT097.png,17
.\Left_R1\PICT331.png,13
.\Back_R3\PICT553.png,3
.\Left_R0\PICT255.png,12
.\Bottom_R3\PICT378.png,7
.\Bottom_R0\PICT396.png,4
.\Top_R3\PICT125.png,23
.\Bottom_R2\PICT450.png,6
.\Top_R0\PICT173.png,20
.\Top_R2\PICT224.png,22
.\Top_R3\PICT230.png,23
.\Right_R3\PICT050.png,19
.\Bottom_R1\PICT446.png,5
.\Left_R2\PICT363.png,14
.\Bottom_R1\PICT438.png,5
.\Bottom_R0\PICT426.png,4
.\Front_R3\PICT702.png,11
.\Back_R1\PICT492.png,1
.\Front_R3\PICT646.png,11
.\Back_R0\PICT604.png,0
.\Front_R2\PICT673.png,10
.\Right_R1\PICT016.png,17
.\Front_R3\PICT739.png,11
.\Bottom_R1\PICT373.png,5
.\Top_R1\PICT166.png,21
.\Top_R3\PICT172.png,23
.\Bottom_R1\PICT372.png,5
.\Front_R3\PICT663.png,11
.\Left_R1\PICT315.png,13
.\Left_R0\PICT274.png,12
.\Front_R3\PICT620.png,11
.\Front_R1\PICT727.png,9
.\Bottom_R3\PICT439.png,7
.\Bottom_R0\PICT447.png,4
.\Left_R3\PICT360.png,15
.\Front_R3\PICT696.png,11
.\Front_R2\PICT713.png,10
.\Bottom_R2\PICT407.png,6
.\Top_R2\PICT232.png,22
.\Bottom_R3\PICT453.png,7
.\Back_R1\PICT559.png,1
.\Back_R2\PICT531.png,2
.\Top_R2\PICT191.png,22
.\Top_R0\PICT144.png,20
.\Front_R1\PICT741.png,9
.\Left_R2\PICT275.png,14
.\Right_R3\PICT115.png,19
.\Top_R3\PICT142.png,23
.\Top_R1\PICT138.png,21
.\Back_R0\PICT547.png,0
.\Bottom_R1\PICT475.png,5
.\Left_R2\PICT257.png,14
.\Left_R2\PICT277.png,14
.\Back_R1\PICT522.png,1
.\Right_R1\PICT049.png,17
.\Bottom_R1\PICT387.png,5
.\Left_R3\PICT330.png,15
.\Back_R3\PICT578.png,3
.\Front_R2\PICT688.png,10
.\Back_R1\PICT595.png,1
.\Right_R2\PICT076.png,18
.\Bottom_R0\PICT442.png,4
.\Bottom_R2\PICT454.png,6
.\Front_R0\PICT629.png,8
.\Top_R0\PICT151.png,20
.\Front_R3\PICT641.png,11
.\Front_R0\PICT731.png,8
.\Top_R3\PICT201.png,23
.\Right_R3\PICT108.png,19
.\Bottom_R1\PICT445.png,5
.\Back_R3\PICT580.png,3
.\Left_R3\PICT358.png,15
.\Top_R1\PICT233.png,21
.\Right_R0\PICT053.png,16
.\Top_R1\PICT199.png,21
.\Top_R1\PICT190.png,21
.\Right_R3\PICT096.png,19
.\Back_R2\PICT583.png,2
.\Front_R2\PICT734.png,10
.\Left_R2\PICT335.png,14
.\Back_R0\PICT561.png,0
.\Right_R2\PICT102.png,18
.\Top_R2\PICT157.png,22
.\Top_R0\PICT201.png,20
.\Left_R3\PICT299.png,15
.\Top_R1\PICT230.png,21
.\Top_R2\PICT128.png,22
.\Top_R3\PICT229.png,23
.\Front_R0\PICT636.png,8
.\Front_R3\PICT730.png,11
.\Left_R2\PICT354.png,14
.\Bottom_R3\PICT438.png,7
.\Bottom_R0\PICT467.png,4
.\Front_R1\PICT634.png,9
.\Bottom_R1\PICT423.png,5
.\Right_R3\PICT026.png,19
.\Right_R2\PICT090.png,18
.\Back_R3\PICT564.png,3
.\Left_R2\PICT271.png,14
.\empty\PICT003.png,24
.\Bottom_R2\PICT402.png,6
.\Top_R1\PICT142.png,21
.\Bottom_R1\PICT442.png,5
.\Right_R3\PICT105.png,19
.\Front_R1\PICT626.png,9
.\Back_R2\PICT536.png,2
.\Back_R0\PICT577.png,0
.\Back_R1\PICT501.png,1
.\Back_R2\PICT602.png,2
.\Left_R1\PICT346.png,13
.\Back_R3\PICT599.png,3
.\Front_R2\PICT679.png,10
.\Back_R3\PICT528.png,3
.\Back_R1\PICT596.png,1
.\Left_R1\PICT325.png,13
.\Top_R3\PICT167.png,23
.\Right_R2\PICT074.png,18
.\Left_R2\PICT249.png,14
.\Back_R1\PICT529.png,1
.\Top_R3\PICT207.png,23
.\Right_R1\PICT060.png,17
.\Back_R1\PICT601.png,1
.\Front_R1\PICT742.png,9
.\Front_R2\PICT710.png,10
.\Top_R2\PICT143.png,22
.\Left_R0\PICT336.png,12
.\Right_R1\PICT026.png,17
.\Top_R0\PICT226.png,20
.\Front_R0\PICT626.png,8
.\Back_R0\PICT588.png,0
.\Left_R3\PICT279.png,15
.\Top_R2\PICT195.png,22
.\Back_R3\PICT538.png,3
.\Left_R1\PICT313.png,13
.\Front_R2\PICT691.png,10
.\Right_R1\PICT117.png,17
.\Top_R0\PICT195.png,20
.\Top_R2\PICT242.png,22
.\Front_R0\PICT622.png,8
.\Back_R1\PICT525.png,1
.\Left_R0\PICT285.png,12
.\Top_R1\PICT214.png,21
.\empty\PICT019.png,24
.\empty\PICT024.png,24
.\Left_R1\PICT249.png,13
.\Left_R3\PICT324.png,15
.\Front_R1\PICT702.png,9
.\Right_R0\PICT048.png,16
.\Front_R1\PICT691.png,9
.\Left_R3\PICT278.png,15
.\Left_R3\PICT257.png,15
.\Right_R0\PICT033.png,16
.\Front_R0\PICT688.png,8
.\Left_R2\PICT352.png,14
.\empty\PICT032.png,24
.\Left_R1\PICT304.png,13
.\Front_R0\PICT718.png,8
.\Bottom_R0\PICT395.png,4
.\Left_R1\PICT263.png,13
.\Front_R2\PICT745.png,10
.\Bottom_R1\PICT415.png,5
.\Bottom_R2\PICT455.png,6
.\Left_R2\PICT315.png,14
.\Left_R3\PICT288.png,15
.\Top_R1\PICT239.png,21
.\Front_R2\PICT670.png,10
.\Front_R1\PICT664.png,9
.\Top_R2\PICT213.png,22
.\Front_R2\PICT622.png,10
.\Bottom_R1\PICT477.png,5
.\empty\PICT030.png,24
.\empty\PICT077.png,24
.\Front_R0\PICT730.png,8
.\Top_R2\PICT148.png,22
.\Front_R3\PICT719.png,11
.\Back_R1\PICT514.png,1
